epoch,lr-AdamW,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae,val_loss,val_mae
1,,5849,,,,,0.00031700474210083485,,,
1,,5899,,,,,2.619115730340127e-05,,,
1,,5949,,,,,1.6013589629437774e-05,,,
1,,5999,,,,,8.308392352773808e-06,,,
1,,6049,,,,,4.034749144921079e-05,,,
1,,6099,,,,,0.028421098366379738,,,
1,,6149,,,,,5.213084295974113e-05,,,
1,,6199,,,,,0.0008300422341562808,,,
1,,6249,,,,,2.2941270799492486e-05,,,
1,,6299,,,,,3.167173417750746e-06,,,
1,,6349,,,,,5.8801979321287945e-05,,,
1,,6399,,,,,0.021401068195700645,,,
1,,6449,,,,,1.5931251255096868e-05,,,
1,,6499,,,,,0.0028787136543542147,,,
1,,6549,,,,,3.2835254387464374e-05,,,
1,,6599,,,,,6.705146233798587e-07,,,
1,,6649,,,,,0.009418664500117302,,,
1,,6699,,,,,6.503844633698463e-05,,,
1,,6749,,,,,7.188090239651501e-05,,,
1,,6799,,,,,6.531731924042106e-05,,,
1,,6849,,,,,3.081226896028966e-05,,,
1,,6899,,,,,8.201077434932813e-06,,,
1,,6949,,,,,25.866802215576172,,,
1,,6999,,,,,0.00016576416965108365,,,
1,,7049,,,,,9.741213580127805e-05,,,
1,,7099,,,,,0.0007343763136304915,,,
1,,7149,,,,,22.017030715942383,,,
1,,7199,,,,,0.0008664251072332263,,,
1,,7249,,,,,1.0445723091834225e-05,,,
1,,7299,,,,,0.00013776629930362105,,,
1,,7349,,,,,7.512477168347687e-05,,,
1,,7399,,,,,8.34393867990002e-05,,,
1,,7449,,,,,0.0007569233421236277,,,
1,,7499,,,,,7.983395335031673e-05,,,
1,,7549,,,,,0.00010165487765334547,,,
1,,7599,,,,,0.00023993468494154513,,,
1,,7649,,,,,7.702114817220718e-05,,,
1,,7699,,,,,5.928407335886732e-05,,,
1,,7749,,,,,0.0003230652946513146,,,
1,,7799,,,,,2.6192585210083053e-05,,,
1,,7849,,,,,9.707418939797208e-07,,,
1,,7899,,,,,0.00031890004174783826,,,
1,,7949,,,,,5.306184175424278e-05,,,
1,,7999,,,,,0.0017299612518399954,,,
1,,8049,,,,,0.0003128020907752216,,,
1,,8099,,,,,0.0007354116532951593,,,
1,,8149,,,,,0.00010500803182367235,,,
1,,8199,,,,,2.696829687920399e-05,,,
1,,8249,,,,,7.510853174608201e-05,,,
1,,8299,,,,,0.027795368805527687,,,
1,,8349,,,,,8.338862244272605e-05,,,
1,,8399,,,,,0.004831534344702959,,,
1,,8449,,,,,16.887630462646484,,,
1,,8499,,,,,0.0002458448871038854,,,
1,,8549,,,,,9.58994496613741e-06,,,
1,,8599,,,,,3.5100249078823254e-05,,,
1,,8649,,,,,1.762231477187015e-05,,,
1,,8699,,,,,3.585770116387721e-07,,,
1,,8749,,,,,0.01027278695255518,,,
1,,8799,,,,,2.987082552863285e-05,,,
1,,8849,,,,,8.049883035710081e-06,,,
1,,8899,,,,,6.027200015523704e-06,,,
1,,8949,,,,,1.1493309557408793e-06,,,
1,,8999,,,,,0.003512546420097351,,,
1,,9049,,,,,4.179729273801058e-08,,,
1,,9099,,,,,0.009518452920019627,,,
1,,9149,,,,,1.8329279555473477e-05,,,
1,,9199,,,,,0.03348532319068909,,,
1,,9249,,,,,0.00019423151388764381,,,
1,,9299,,,,,2.8875345378764905e-05,,,
1,,9349,,,,,0.0002605426707305014,,,
1,,9399,,,,,0.00023863565002102405,,,
1,,9449,,,,,0.0002032631600741297,,,
1,,9499,,,,,0.0023849306162446737,,,
1,,9549,,,,,0.0002691752160899341,,,
1,,9599,,,,,0.03381975367665291,,,
1,,9599,,,,,,,0.36764004826545715,0.03198717534542084
1,,9599,,,,0.3106600344181061,,0.03105643391609192,,
2,,9600,0.18414394557476044,0.024047520011663437,0.0761464387178421,,,,,
